34,  34,  35,  36,  37,  37,  38,  40,  41,  47,  45,  45,  56,  72,  61,  43,  42,  38,  37,  36
36,  37,  38,  39,  40,  40,  41,  43,  43,  44,  45,  50,  63,  55,  51,  51,  50,  43,  42,  41
39,  40,  42,  43,  43,  44,  46,  48,  51,  50,  49,  49,  52,  52,  56,  61,  57,  49,  46,  46
42,  44,  45,  47,  49,  50,  53,  54,  56,  57,  55,  56,  64,  72,  60,  57,  52,  69,  90,  82
45,  49,  50,  53,  56,  73,  69,  60,  56,  59,  61,  59,  63,  78,  83,  64,  54,  79,  99, 119
28,  31,  48,  52,  62,  71,  75,  98, 110,  98,  99,  97, 125, 128,  99,  76,  62,  55,  61,  88
49,  25,  11,  19,  48,  68,  79, 123, 177, 148, 151, 184, 189, 167, 145, 119, 107,  93,  83,  89
34,  31,  49,  42,  19,  49,  85, 124, 154,  81,  97, 197, 103, 152, 129, 141, 115,  87, 121, 103
48,  76, 113,  78,  55,  54, 124, 180, 115,  46,  35,  33,  30, 189, 193, 188, 179, 156, 161, 130
55, 120, 149, 111,  83,  86, 105, 140, 163,  45,   0,   0, 118, 234, 184, 129, 126, 136,  83,  20
29, 105, 163, 100,  63,  81, 110, 126, 117,  36,   0,  35, 196, 235, 225, 198, 184,  97,  19,   0
23,  53,  56,  29,  29,  69, 113, 128,  40,   0,  25,  73, 133, 212, 228, 211, 162,  55,  10,   8
7,  13,  47,  32,  38,  70, 135, 149,  51,   2, 144, 126,  83, 186, 224, 171, 115,  27,   1,   2
13,  11,  18,  10,  50,  68, 124, 198, 136,   9,  84, 216, 187, 188, 168, 158, 124,  68,  18,   4
4,  13,  14,   5,  43, 151, 159, 166, 173,  62,  10, 150, 166, 146, 138, 165, 166, 107,  38,   8
17,  38,  47,  34,  36,  98, 126, 103, 140,  42,  20, 118, 145, 135, 145, 146, 142, 107,  28,   2
9,  34,  33,  22,  15,  49,  46,   9,  49,  15,  16,  16,  33,  70, 104, 101,  73,  49,  11,   0
2,   0,   0,   1,   2,   0,   1,   2,   0,   1,   4,   1,   6,   4,   0,   0,   0,   0,   1,   1
4,   4,   4,   4,   4,   4,   4,   4,   3,   3,   4,   4,   4,   4,   5,   4,   4,   4,   4,   4
2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   2,   3,   3,   3,   3,   2,   2,   2
