92,  92,  92,  91,  92,  92,  92,  92,  92,  91,  91,  91,  91,  90,  90,  90,  89,  88,  88,  88
93,  93,  94,  94,  94,  94,  94,  94,  93,  93,  92,  92,  91,  91,  91,  92,  91,  91,  90,  89
96,  96,  96,  96,  96,  96,  96,  95,  94,  92,  98, 105, 109, 104,  95,  92,  93,  93,  92,  92
98,  98,  98,  98,  98,  98,  96,  96, 118, 156, 181, 192, 184, 164, 137, 108,  94,  95,  95,  94
100, 100, 100, 100,  99,  97, 108, 161, 205, 200, 181, 127,  67, 105, 131, 135, 108,  97,  96,  96
101, 101, 103, 104, 106, 128, 185, 199, 180, 165, 166, 123,  71, 103, 114, 114, 111,  90,  99,  98
114, 121, 116, 112, 123, 172, 172, 164, 155, 163, 169, 159, 143, 128, 122, 123, 112,  83,  89, 101
121, 100,  86,  82,  87,  93,  95, 101, 113, 130, 146, 165, 153, 141, 139, 131, 118,  90,  72, 101
67,  49,  52,  62,  68,  69,  78, 123, 147, 157, 164, 176, 154, 144, 130, 123, 108,  84,  65,  99
57,  53,  81,  97, 101, 103, 104,  99, 105, 132, 145, 152, 146, 142, 129, 118, 107,  80,  65, 100
111, 110, 114, 115, 114, 114, 114, 106, 101, 132, 145, 161, 161, 156, 146, 141, 143, 100,  69, 103
115, 116, 115, 115, 116, 116, 115, 114,  99, 150, 181, 192, 190, 183, 175, 170, 166, 103,  70, 106
117, 117, 118, 117, 117, 118, 118, 115, 108, 186, 212, 214, 210, 206, 202, 188, 162,  95,  73, 111
119, 119, 119, 120, 119, 120, 120, 112, 148, 219, 224, 223, 216, 209, 199, 178, 143,  84,  81, 115
122, 122, 122, 122, 122, 122, 120, 131, 206, 224, 224, 222, 215, 207, 192, 165, 121,  78,  95, 118
124, 124, 124, 124, 124, 124, 126, 182, 222, 221, 223, 221, 213, 204, 183, 154, 110,  77, 108, 120
126, 126, 126, 126, 126, 124, 154, 217, 221, 222, 221, 219, 211, 199, 177, 155, 109,  80, 117, 122
127, 127, 128, 128, 127, 129, 192, 223, 222, 223, 222, 218, 212, 202, 190, 176, 149, 111, 119, 122
129, 129, 130, 130, 128, 144, 214, 222, 223, 224, 223, 221, 216, 210, 206, 202, 199, 192, 168, 138
131, 131, 131, 131, 128, 163, 221, 221, 223, 225, 224, 220, 218, 216, 215, 214, 212, 208, 201, 184
