157, 157, 157, 157, 157, 157, 157, 157, 157, 157, 157, 157, 157, 157, 158, 158, 157, 113, 104, 147
161, 161, 160, 160, 160, 160, 160, 160, 160, 160, 160, 160, 160, 161, 156, 152, 155, 105,  92, 117
164, 160, 156, 159, 156, 156, 159, 156, 157, 159, 156, 156, 156, 158, 148, 139, 157, 164, 134, 137
163, 163, 162, 163, 162, 162, 163, 162, 163, 163, 162, 162, 160, 156, 162, 157, 118, 136, 114, 151
171, 168, 168, 169, 174, 168, 170, 173, 168, 168, 169, 177, 170, 112, 134, 164, 117, 115, 156, 145
203, 199, 193, 185, 194, 195, 200, 202, 177, 172, 160, 174, 175, 155, 113, 119, 144, 127, 160, 125
192, 193, 191, 185, 189, 193, 190, 191, 181, 177, 145, 128, 125, 159, 149,  87,  92, 114, 165, 130
187, 187, 187, 188, 188, 184, 184, 184, 184, 185, 174, 131, 106, 126, 108,  99,  95, 141, 129, 155
196, 198, 195, 190, 190, 191, 198, 195, 196, 208, 198, 129, 108, 131,  91, 137, 156, 132,  86, 149
236, 236, 221, 195, 195, 196, 197, 196, 199, 196, 108,  68, 117, 129,  98, 115, 160, 159, 113,  78
207, 206, 203, 200, 206, 220, 209, 202, 201, 201, 176, 106, 114, 125, 138, 147, 150, 126,  89,  95
215, 215, 210, 206, 206, 208, 209, 207, 207, 215, 225, 187, 142, 143, 150, 159, 150, 105,  88, 110
214, 214, 182, 216, 237, 223, 227, 238, 223, 213, 212, 182, 147, 138, 118, 110, 179, 120,  77, 128
220, 227, 204, 190, 255, 254, 254, 249, 251, 241, 243, 221, 171, 190, 163, 165, 128,  91,  77, 119
216, 228, 247, 184, 216, 220, 187, 155, 158, 234, 232, 230, 184, 204, 177, 167, 102,  88,  79, 113
183, 180, 197, 182, 160, 145, 110, 113,  94, 163, 185, 178, 161, 172, 153, 137,  85,  87,  84, 103
171, 168, 181, 162, 122, 110,  82,  88, 114, 157, 181, 177, 168, 140, 137, 114,  83,  85,  81,  85
136, 173, 172, 149,  81,  74,  82,  87, 136, 166, 180, 196, 169, 118,  99, 103,  76,  80,  82,  76
92, 153, 156, 146,  97,  91, 120, 137, 160, 172, 198, 189, 149, 120, 116,  86,  78,  85,  84,  81
48,  70, 128, 161,  81,  48,  85,  82,  64,  83, 100, 109, 130, 143, 130,  68, 102, 107,  92,  76
