27,  20,  24,  31,  38,  32,  18,  32,  35,  28,  40,  39,  31,  29,  33,  22,  21,  27,  24,  22
42,  34,  28,  29,  36,  39,  31,  35,  35,  35,  47,  52,  34,  28,  35,  30,  23,  29,  25,  25
42,  36,  32,  39,  51,  43,  41,  37,  45,  51,  54,  61,  45,  39,  38,  41,  27,  28,  27,  27
47,  44,  49,  50,  55,  65,  56,  56,  59,  52,  68,  65,  55,  56,  49,  46,  32,  27,  31,  28
42,  49,  59,  59,  61,  61,  65,  73,  62,  54,  71,  81,  71,  65,  54,  53,  42,  47,  40,  35
35,  45,  53,  63,  73,  71,  73,  76,  81,  71,  76,  80,  72,  80,  59,  54,  46,  73,  52,  46
44,  38,  48,  57,  74,  64,  81,  78,  82,  74,  89,  95,  72,  82,  64,  54,  59,  77,  63,  46
47,  47,  39,  47,  61,  59,  57,  57,  90,  90,  88,  93,  83, 100,  92,  75,  66,  77,  79,  56
37,  42,  43,  42,  43,  51,  57,  49,  64,  96,  69,  59,  61,  83,  91,  95,  89,  87,  77,  60
51,  52,  54,  56,  57,  52,  44,  36,  25,  29,  24,  24,  32,  49,  60,  70, 100, 109,  79,  57
77,  80,  83,  86,  64,  21,  13,  11,  12,  17,  17,  13,  11,  13,  24,  73,  90, 103, 107,  72
104, 110, 117, 120,  49,  14,  24,  33,  41,  59,  57,  39,  33,  21,  11,  47, 116, 124, 128, 108
120, 129, 137, 132,  95,  49,  42,  43,  64, 135, 128,  62,  42,  43,  47,  85, 137, 146, 138, 121
85,  92,  98,  96, 105, 104, 104,  98, 104, 162, 161, 111, 117, 123, 124, 121, 112, 104,  90,  82
33,  38,  43,  54,  69,  82,  90,  98, 122, 112, 120, 131, 110,  93,  82,  69,  53,  43,  37,  32
32,  37,  43,  51,  63,  74,  81,  77,  72,  56,  63,  83,  89,  82,  73,  62,  50,  42,  36,  32
25,  26,  27,  31,  39,  39,  30,  16,   9,   9,   9,   8,  13,  25,  33,  34,  28,  25,  23,  21
6,   5,   4,   4,   5,   6,   4,   4,   6,   6,   5,   6,   4,   4,   4,   4,   4,   4,   4,   5
4,   4,   4,   4,   4,   6,   6,   6,   6,   6,   6,   6,   6,   5,   5,   4,   4,   4,   4,   4
4,   4,   4,   4,   4,   4,   5,   6,   6,   6,   6,   5,   4,   4,   4,   4,   4,   4,   4,   4
