58,  79, 105, 126, 132, 132, 133, 133, 132, 133, 133, 149, 198, 206, 159, 145, 149, 139, 144, 142
38,  42,  52,  83, 126, 137, 135, 135, 137, 142, 142, 170, 208, 192, 171, 185, 171, 163, 173, 161
36,  37,  40,  47,  82, 147, 168, 175, 178, 161, 147, 184, 194, 171, 170, 181, 176, 172, 159, 143
31,  34,  31,  37, 122, 203, 158, 115,  75,  39,  59,  88, 128, 160, 163, 159, 160, 154, 127, 106
22,  29,  74, 166, 204, 131,  35,  11,  38,  62,  51,  27,  16,  71, 148, 152, 140, 115,  90,  86
16,  50, 199, 199, 112,  30,   5,  86, 149, 111,  69,  62,  55,  34,  64, 111,  91,  80,  87, 101
13, 110, 204, 133,  44,   8,  32, 124,  99,  31,  63,  45,  48,  63,  19,  54,  75,  73,  86,  85
54, 190, 183,  90,  29,   3,  61,  87,  16, 111, 187, 149,  37,  58,  34,  30,  69,  67,  65,  61
139, 212, 160,  66,  24,  12,  75,  55,  25,  78, 124, 118,  54,  47,  40,  25,  74,  73,  66,  65
203, 208, 147,  50,  39,  24,  65,  63,  26,  88, 116, 111,  60,  58,  24,  35,  91,  89,  84,  80
223, 205, 133,  48,  51,  40,  27,  64,  27,  43,  74,  61,  74,  55,  12,  58,  96,  93,  89,  83
218, 184, 109,  44,  46,  58,  19,  34,  56,  31,  35,  53,  60,  23,  27,  87,  92,  89,  86,  79
200, 166, 100,  37,  43,  60,  53,  21,  21,  25,  31,  34,  19,  19,  77,  90,  84,  78,  73,  69
183, 156,  95,  36,  38,  56,  65,  62,  35,  10,   7,   9,  14,  22,  55,  71,  72,  69,  69,  69
190, 148,  70,  36,  30,  42,  60,  63,  44,  61,  41,  23,  29,  36,  46,  56,  56,  55,  52,  58
183, 130,  64,  37,  35,  30,  41,  46,  52, 127,  56,  29,  60,  84,  83,  80,  71,  65,  54,  59
170, 129,  72,  40,  33,  35,  39,  49,  57,  67,  42,  80,  93,  89,  84,  75,  65,  64,  66,  64
150, 112,  56,  33,  30,  35,  39,  50,  52,  45,  84, 102,  93,  81,  78,  81,  80,  78,  83,  75
133,  90,  51,  27,  27,  32,  41,  34,  39,  74,  86,  87,  87,  88,  89,  89,  85,  79,  76,  77
115,  77,  56,  30,  29,  28,  32,  30,  59,  74,  73,  76,  83,  81,  78,  81,  79,  75,  77,  78
