55,  51,  46,  51,  69,  86,  99, 124, 135, 126, 126, 120, 101,  91,  95,  86,  69,  64,  62,  56
63,  52,  36,  44,  51,  62,  66,  73,  93, 100, 102, 129, 112, 104, 101,  87,  75,  68,  73,  67
55,  52,  37,  41,  41,  53,  61,  73,  89,  87,  90, 120, 119, 116, 101,  93,  86,  82,  83,  82
55,  49,  41,  39,  43,  50,  53,  55,  70,  80,  85, 106,  98, 102,  96,  98,  92,  84,  88,  89
66,  71,  56,  48,  63,  78,  77,  57,  53,  62,  72,  87,  88,  90, 106, 110,  98,  94,  92,  87
68,  74,  66,  65,  71,  78,  79,  65,  57,  56,  62,  73, 102, 106, 105, 108, 112, 103,  99,  86
77,  77,  72,  69,  82,  89,  80,  70,  67,  66,  63,  72,  94, 102,  98,  97, 112, 103,  96,  78
79,  79,  76,  79,  83,  88,  83,  79,  77,  78,  74,  72,  78,  89,  93,  88, 106, 117,  92,  67
77,  83,  91,  87,  82,  89,  90,  89,  92,  85,  86,  82,  78,  89,  85,  81,  86,  98,  90,  70
89,  92,  95,  89,  90,  99, 105, 103, 100, 102, 102,  98,  86,  85,  82,  82,  78,  80,  77,  67
94,  98, 104, 105, 106, 106, 112, 114, 110, 114, 112, 105,  97,  88,  84,  91,  91,  78,  69,  65
97, 104, 109, 111, 113, 115, 121, 127, 127, 125, 123, 117, 109,  98,  92,  88,  89,  86,  74,  71
93, 101, 108, 114, 117, 124, 129, 137, 142, 142, 135, 128, 126, 114, 103,  95,  91,  88,  80,  74
93, 101, 111, 114, 120, 128, 135, 143, 147, 145, 142, 136, 133, 124, 113, 102,  94,  87,  82,  78
93, 100, 107, 116, 125, 132, 137, 144, 149, 147, 145, 140, 136, 128, 121, 108,  99,  90,  89,  84
93,  56,  85, 116, 124, 131, 136, 143, 146, 148, 146, 143, 138, 130, 123, 113, 104,  97,  86,  80
106,  45,  76, 117, 123, 129, 136, 146, 155, 157, 148, 140, 136, 137, 134, 126, 119, 113,  97,  85
101,  74, 101, 123, 121, 135, 134, 115, 106, 118, 135, 150, 147, 126,  95,  75,  73,  85,  95, 100
4,   6,  21,  24,  22,  35,  29,  15,  15,  15,  26,  42,  39,  19,   4,   1,   1,   0,   3,  17
2,   3,   3,   5,   7,   8,  10,  13,  14,  14,  12,   9,   7,   6,   5,   4,   3,   1,   0,   0
