32,  32,  33,  35,  44,  56,  64,  62,  60,  71,  82,  89,  82,  78,  74,  70,  68,  68,  69,  64
49,  61,  64,  58,  71,  76,  74,  70,  72,  83,  91,  97, 101, 105, 102,  98,  93,  86,  74,  62
69,  73,  68,  70,  73,  89, 102, 105, 113, 123, 129, 135, 139, 146, 151, 144, 135, 121,  98,  76
75,  73,  72,  65,  53,  57,  96, 118, 121, 135, 143, 149, 157, 176, 187, 175, 153, 138, 122, 104
67,  75,  73,  43,  39,  43,  72, 125, 123, 143, 159, 169, 178, 197, 203, 196, 162, 145, 135, 121
56,  78,  61,  34,  58,  87,  91, 112, 122, 148, 172, 186, 192, 198, 197, 186, 160, 139, 122, 103
56,  94,  71,  60,  81,  73,  80, 116, 122, 148, 178, 195, 203, 201, 190, 171, 153, 133, 110,  88
67,  97,  80,  54,  58,  63,  78, 120, 139, 156, 179, 168, 187, 197, 180, 156, 138, 119,  99,  81
69,  93,  84,  69,  70,  85,  99,  91,  90, 122, 171, 147, 157, 192, 178, 158, 140, 126, 110,  96
115, 105,  78,  93,  74, 117, 134,  88,  78, 123, 172, 159, 160, 183, 172, 159, 152, 142, 129, 117
97,  83,  85,  87,  77, 118, 121,  76,  66, 120, 161, 189, 183, 169, 150, 128, 117, 107,  96,  95
60,  66,  82,  95,  96,  75,  65,  65,  77,  93,  99, 167, 205, 182, 121,  84,  78,  71,  67,  65
25,  45,  80,  93,  84,  66,  66,  94, 104,  94,  84, 127, 210, 213, 185,  97,  78,  75,  72,  67
38,  28,  51,  80,  68,  68,  60,  61,  69,  90, 113, 140, 208, 216, 196,  95,  77,  78,  77,  77
41,  34,  19,  40,  46,  50,  62,  48,  33,  50, 104, 151, 219, 210, 190, 109,  95,  93,  90,  87
33,  37,  25,  27,  40,  34,  30,  20,  22,  38,  51, 100, 179, 178, 161, 109, 102, 104, 105, 103
57,  62,  61,  71,  60,  45,  35,  27,  31,  43,  60,  75, 100, 100, 115,  71,  77,  93,  88,  81
57,  59,  60,  65,  68,  68,  72,  62,  39,  41,  56,  69,  44,  45,  50,  37,  38,  53,  50,  46
31,  34,  35,  36,  34,  34,  34,  34,  37,  38,  40,  37,  28,  29,  27,  28,  33,  34,  30,  32
28,  29,  34,  32,  31,  31,  34,  33,  32,  26,  28,  28,  26,  24,  24,  22,  23,  24,  28,  32
